demand_level,cap_key,year,run_id,delivered_twh,generation_twh,twh_biomass,share_biomass_pct,twh_black_coal,share_black_coal_pct,twh_brown_coal,share_brown_coal_pct,twh_gas_ccs,share_gas_ccs_pct,twh_gas_unabated,share_gas_unabated_pct,twh_liquid_fuel,share_liquid_fuel_pct,twh_solar,share_solar_pct,twh_water,share_water_pct,twh_wind,share_wind_pct,gw_biomass,gw_black_coal,gw_gas_ccs,gw_gas_unabated,gw_solar,gw_water,gw_wind,gw_storage_battery,gw_storage_water,r_total_pct,r_vre_pct,use_mwh,residual_co2e_t,captured_co2_t,intensity_delivered_t_per_mwh,intensity_generated_t_per_mwh,demand_marginal_aud_per_mwh,co2_cap_dual_raw,objective_weight,implied_carbon_price_aud_per_t,share_min_dual_raw,rec_co2_cap_annual_t,rec_annual_residual_co2e_t,rec_model_status,rec_objective_value,rec_solve_s,rec_wall_clock_s,rec_lp_rows,rec_gurobi_barrier_iterations,rec_status,existing_fleet_fom_aud_per_yr,cost_per_mwh_excl_fuel_carbon,diagnostic_bundled_cost_per_mwh,diagnostic_fuel_cost_per_mwh,tolerance_robust,annual_generation_twh,diagnostic_carbon_cost_per_mwh,carried_capex_aud_per_yr,demand_scalar,cap_mult,avg_cost_aud_per_mwh,total_cost_aud_per_yr,gw_brown_coal,rec_renewable_share_min,gw_liquid_fuel,rec_pdlp_final_gap_rel,rec_pdlp_final_pinf_rel,rec_pdlp_final_dinf_rel
d100,i005,2030,idm_d100_i005_2030,188.94089324068892,200.0082243674351,1.7108581974777235,0.855393923369224,0.03689253824148777,0.018445510607460067,0.0,0.0,3.775346553575487,1.8875956553865494,8.301143304898371,4.150400980335859,0.0,0.0,59.24357631796645,29.620570106722248,12.988939999998943,6.494202946443322,113.95146745527663,56.97339087713532,0.3999116905580496,0.5125873985243139,0.9682112997415406,9.097027277905697,29.688596719015436,6.8853,37.2539011083041,19.253813279687098,6.075,93.94355785367013,86.59396098385757,0.0,3735338.8953374075,1582745.0884596014,0.019769880576244635,0.018675926488278885,166.90396855455657,-596.9092344761771,1.0,596.9092344761771,0.0,3735338.8953371774,3735338.895337408,Optimal,9772904560.0,10904.434881499968,11572.670221399982,12030866,182.0,completed,2806471583.7644186,78.90240249098112,71.25324878426625,7.204547552066095,True,188.94089324068892,0.0,0.0,1.0,0.05,86.1069500430472,16269124055.364717,0.0,,0.0,,,
d100,i005,2040,idm_d100_i005_2040,237.69323381204111,255.45364361027862,1.7108581974776667,0.6697333313780252,0.05703875460557313,0.022328416928979782,0.0,0.0,15.051196119494511,5.891948107209891,3.43757029126631,1.3456728362468318,1.1048693988166724e-07,4.3251267948335345e-08,112.05698113531074,43.865877014565285,12.769519999999835,4.998762131371702,110.37047900163705,43.20567811904802,0.29761965669392937,0.3646313079808327,4.394723833329847,6.046351263244602,54.15177621279471,5.776526866665004,39.59329059177297,30.563848533305393,6.842915716007353,92.74005059636302,87.0715551336133,0.0,2159640.7581735086,6309939.073278198,0.00908583186630071,0.008454139575586824,188.35405097068747,-844.7420473479606,1.0,844.7420473479606,0.0,2159640.7581738317,2159640.75817351,Optimal,20235599700.0,9734.583599800244,10305.618892299943,12598724,172.0,completed,2476558768.0133724,97.00389359583518,95.05573980707841,8.976578074106698,True,237.69323381204114,0.0,120176077.00008881,1.0,0.05,105.98047166994188,25190841032.153893,0.0,,0.0,,,
d100,i005,2050,idm_d100_i005_2050,251.9382881735692,269.6453509177541,1.710858197477709,0.6344845893521622,0.0,0.0,0.0,0.0,10.577522072346117,3.922753363388201,1.7946697999229237,0.6655667504797163,0.0,0.0,100.01093013013605,37.089803250730206,9.833819999998694,3.646945874100443,145.71755071787263,54.04044617194926,0.34172579025379557,0.0,4.736079997176079,10.662930587132008,50.71989483330391,5.776526866665004,44.89512245851258,27.176711992446453,8.503087548563292,95.41167988613208,91.13024942267948,0.0,1201796.4149621376,4434432.937612995,0.004770201558780845,0.004456952107172445,196.5025816138506,-2284.038030094832,1.0,2284.038030094832,0.0,1201796.4149620624,1201796.4149621387,Optimal,16758637500.0,6352.673226699699,6961.886225599796,12646736,193.0,completed,2105862864.5241427,109.49656017578309,74.61817846329004,5.6084241112210105,True,251.93828817356922,0.0,8094313688.318074,1.0,0.05,115.1049842870041,28999352701.51339,0.0,,0.0,,,
d100,i010,2030,idm_d100_i010_2030,188.94089324068892,197.28620374115354,1.7108581974777026,0.8671960659359682,2.0320597697626748,1.0300060172625192,0.0,0.0,0.0,0.0,14.214435985698628,7.204982262393001,0.0,0.0,54.49103897248215,27.620298804054393,12.988939999999175,6.5838055341371575,111.84887081573324,56.69371131621696,0.36147460019775046,2.985560515467118,0.0,9.016945789490206,26.648869569012152,6.8853,35.82864368141914,17.09197547286588,6.075,91.76501172034448,84.31401012027136,0.0,7470677.79067621,0.0,0.03953976115249666,0.03786720839576802,153.0705035717541,-320.4994688864661,1.0,320.4994688864661,0.0,7470677.790674355,7470677.790676211,Optimal,8076097920.0,13222.162793899886,13881.307461800054,12030866,179.0,completed,2865221388.98891,69.32308824998572,62.30130785401751,8.14286363553295,True,188.94089324068892,0.0,0.0,1.0,0.1,77.46595188551866,14636486144.990128,0.0,,0.0,,,
d100,i010,2040,idm_d100_i010_2040,237.69323381204111,254.62878605614353,1.710858197477657,0.6719028998946047,0.6448028935616622,0.2532325207800694,0.10809881042475489,0.04245349164918062,11.763191627028625,4.619741471192083,7.8172056679336075,3.0700400331838282,1.6745676825815192e-07,6.57650577736443e-08,110.9680972189188,43.58034255971799,12.769519999999577,5.014955377898241,108.84701147334209,42.74733157991895,0.27999140707945747,1.2493923228723234,2.647719149463806,6.9343223467757245,53.19512294146463,5.776526866665004,38.83680800255368,29.946077922089327,6.441942581571778,92.01453241742979,86.32767413963694,0.0,4319281.516347666,4931503.242968817,0.018171663732604152,0.016963052698194543,183.59192511923834,-532.4364637460776,1.0,532.4364637460776,0.0,4319281.5163476635,4319281.516347667,Optimal,18849632200.0,14389.690739899874,14963.596813600045,12598724,156.0,completed,2580750213.05441,91.43380220588635,89.27638460228899,9.205658436633087,True,237.69323381204114,0.0,120176077.00008881,1.0,0.1,100.63946064251944,23921318849.22008,0.7459470803420554,,0.0,,,
d100,i010,2050,idm_d100_i010_2050,251.9382881735692,267.6040696913717,1.710858197477702,0.6393244315943468,0.0,0.0,0.0,0.0,11.323483286578687,4.231431644383467,4.871529500566278,1.8204242955589662,0.0,0.0,97.24520705469311,36.33921082248345,9.833819999999179,3.674764741560374,142.61917165205674,53.29484406441939,0.3272417330610905,0.0,3.6801760785550295,10.662930587132008,49.18113823221866,5.776526866665004,44.11522085934704,26.70579317893781,6.433190313897272,93.94814406005756,89.63405488690283,0.0,2403592.82992425,4747163.552207778,0.00954040311756159,0.008981899388511985,180.6881431524093,-957.6848895089986,1.0,957.6848895089986,0.0,2403592.8299241248,2403592.829924251,Optimal,14946956300.0,6334.768882200122,6940.428921500221,12646736,223.0,completed,2125214400.8698053,100.85215467406653,67.39721249631488,7.108674266872614,True,251.93828817356922,0.0,8094313688.318074,1.0,0.1,107.96082894093914,27199466433.179733,0.0,,0.0,,,
d100,i025,2030,idm_d100_i025_2030,188.94089324068892,195.441857587115,0.1736446991632211,0.08884724147989731,11.24047447481863,5.751313773615958,4.367712864641052,2.234788861794468,0.0,0.0,8.110991660914593,4.150079087996414,0.0,0.0,48.06861068232258,24.594839240563797,12.988939999999147,6.6459356047665175,110.4914832052558,56.53419618978296,0.032,5.157394137929979,0.0,6.6110765732341115,23.807206874955863,6.8853,34.226541404814334,15.001328278167636,6.075,87.86381827659318,81.12903543034675,0.0,18676694.47668019,0.0,0.09884940288118695,0.09556138437926665,127.3812386355359,-135.15773742798348,1.0,135.15773742798348,0.0,18676694.476685885,18676694.47668019,Optimal,5915105990.0,14146.326859800145,14753.39019750012,12030866,182.0,completed,3075281430.770379,59.44547731531471,50.98796977136128,7.8189129705448535,True,188.94089324068892,0.0,0.0,1.0,0.25,67.26439028585956,12708993983.900623,1.940345079572503,,0.0,,,
d100,i025,2040,idm_d100_i025_2040,237.69323381204111,252.02321134535285,1.7108581974776416,0.6788494553119616,1.9034280158039905,0.7552590119152486,0.2821720577279365,0.11196272606068416,0.0,0.0,23.213604624581837,9.210899464641663,1.6573040982250088e-07,6.575997858998667e-08,103.0171845958846,40.87607012304828,12.731757025647475,5.051819218429399,109.16420666249894,43.31513993483277,0.2531213858757551,2.654906010604672,0.0,9.179714741502945,47.461634417656306,5.776526866665004,38.217877801233236,27.611530106248107,6.235318923674469,89.92187873162241,84.19121005788107,0.0,10798203.790001182,0.0,0.04542915932785868,0.04284606855201194,169.09405189209212,-290.78366819256087,1.0,290.78366819256087,0.0,10798203.79,10798203.790001182,Optimal,16196559700.0,11035.83689380018,11604.386216500308,12598724,185.0,completed,2715370723.311295,80.68520379659564,78.38775108428581,9.63198572746345,True,237.69323381204114,0.0,120176077.00008881,1.0,0.25,90.31718952405909,21467784846.78861,1.16,,0.0,,,
d100,i025,2050,idm_d100_i025_2050,251.9382881735692,266.1720853068985,1.7108581974776993,0.6427639455523919,0.613890887322813,0.23063684030389286,0.0,0.0,4.017025709840886,1.5091836941538117,13.75209201967688,5.1666169289768344,0.0,0.0,96.71113153111376,36.33406238659665,9.833819999999067,3.694534679946094,139.5332669614674,52.422201524470324,0.3224500782483185,1.3896825296008348,0.8403966736877332,10.662930587132008,47.73573796884124,5.776526866665004,42.202700191101,26.793084521635834,6.175388095753434,93.09356253656546,88.75626391106698,413.51885631385585,6008982.074809736,1684064.6606191038,0.023851007793900446,0.02257555320980159,173.24467924863853,-512.6967228852944,1.0,512.6967228852944,0.0,6008982.074810312,6008982.074809736,Optimal,12568464000.0,5854.908952299971,6454.63456019992,12646736,209.0,completed,2246125929.651104,91.80029641858934,57.941399726374485,7.184644934317437,True,251.93828817356922,0.0,8094313688.318074,1.0,0.25,98.98494135290677,24938096679.41247,0.0,,0.0,,,
d100,i045,2040,idm_d100_i045_2040,237.69323381204111,249.33761089339208,1.7108581974776569,0.6861613020785537,7.861747195496774,3.1530530702238013,2.229818477275744,0.8942968809583788,0.0,0.0,25.1205699070087,10.07492203723303,1.0876058144601619e-07,4.3619805714958247e-08,93.79854913561392,37.6190935653582,12.769520000000044,5.121377378344993,105.84654787175866,42.45109572218324,0.23655120072429586,3.4085611664826456,0.0,10.159677832398158,42.34707453168533,5.776526866665004,36.31291016541237,24.4863114824779,6.075,85.87772796796499,80.07018928754144,0.0,19436766.819994736,0.0,0.08177248678170032,0.0779536097677025,147.15725834843107,-130.49533829439204,1.0,130.49533829439204,0.0,19436766.82,19436766.819994736,Optimal,14569699500.0,10038.950727000367,10617.726980800275,12598724,150.0,completed,2775422448.652323,72.09565574153827,71.64445600860881,11.73088252163798,True,237.69323381204114,0.0,120176077.00008881,1.0,,83.82653826317625,19925000959.043163,1.16,,0.0,,,
