year,sweep_price_aud_per_t,sweep_realised_intensity,map_dual_at_that_intensity,ratio_dual_over_price,conditioning_matched
2030,150,0.0811918332575481,174.77578104965843,1.1651718736643895,True
2030,300,0.0403348887367188,316.810891831326,1.05603630610442,True
2030,550,0.0223953273145621,549.5933294507213,0.9992605990013115,True
2040,150,0.0691395346280715,172.40554216341377,1.149370281089425,False
2040,300,0.0401833109760242,326.68378579148225,1.088945952638274,False
2040,550,0.0175318879345386,550.0255384684075,1.0000464335789228,False
2050,150,0.0464396566077779,184.42964024214783,1.2295309349476522,False
2050,300,0.0305998087832346,377.7443180399872,1.2591477267999573,False
2050,550,0.0136011208224897,802.0880671026553,1.458341940186646,False
