run_id,demand_level,cap_key,year,trace_directory,cap_t,share_min,solver_options,model_status,objective_value,pdlp_gap_rel,lp_rows,solve_s,wall_clock_s,network_path,record_path
idm_d100_s025_2040,d100,s025,2040,traces_d100,,0.899219,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,15167212200.0,,12598724,3816.0941677000374,4413.48822950013,analysis\benchmarks\runs_myopic\idm_d100_s025_2040__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d100_s025_2040.json
idm_d100_s025_2050,d100,s025,2050,traces_d100,,0.930936,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,11601930600.0,,12646736,3175.309433300048,3780.836274200119,analysis\benchmarks\runs_myopic\idm_d100_s025_2050__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d100_s025_2050.json
idm_d100_s100_2030,d100,s100,2030,traces_d100,,0.610568,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,2270587800.0,,12030866,1957.9877347000875,2548.097925900016,analysis\benchmarks\runs_myopic\idm_d100_s100_2030__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d100_s100_2030.json
idm_d100_s100_2040,d100,s100,2040,traces_d100,,0.750754,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,12968824800.0,,12598724,4401.148951299954,5024.747125799768,analysis\benchmarks\runs_myopic\idm_d100_s100_2040__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d100_s100_2040.json
idm_d100_s100_2050,d100,s100,2050,traces_d100,,0.816787,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,9693494730.0,,12646736,5586.012569299899,6215.344859799836,analysis\benchmarks\runs_myopic\idm_d100_s100_2050__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d100_s100_2050.json
idm_d100_u_2040,d100,u,2040,traces_d100,,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,12968824800.0,,12598723,6173.121882899664,6776.1990694999695,analysis\benchmarks\runs_myopic\idm_d100_u_2040__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d100_u_2040.json
idm_d105_i005_2030,d105,i005,2030,traces_d105,3922105.8401040365,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,11263988900.0,,12030866,9490.546625400428,10098.064187999815,analysis\benchmarks\runs_myopic\idm_d105_i005_2030__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d105_i005_2030.json
idm_d105_i005_2040,d105,i005,2040,traces_d105,2267622.7960825237,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,22409263700.0,,12598724,10486.069079000037,11114.810459900182,analysis\benchmarks\runs_myopic\idm_d105_i005_2040__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d105_i005_2040.json
idm_d105_i005_2050,d105,i005,2050,traces_d105,1261886.2357101655,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,19135540200.0,,12646736,3414.0648479000665,4038.748902599793,analysis\benchmarks\runs_myopic\idm_d105_i005_2050__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d105_i005_2050.json
idm_d105_i025_2030,d105,i025,2030,traces_d105,19610529.20052018,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,7007548330.0,,12030866,30108.87248359993,30733.298618100118,analysis\benchmarks\runs_myopic\idm_d105_i025_2030__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d105_i025_2030.json
idm_d105_i025_2040,d105,i025,2040,traces_d105,11338113.980412615,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,18078947100.0,,12598724,9156.023584899958,9783.349148900248,analysis\benchmarks\runs_myopic\idm_d105_i025_2040__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d105_i025_2040.json
idm_d105_i025_2050,d105,i025,2050,traces_d105,6309431.178550828,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,14634837900.0,,12646736,12093.189940999728,12726.455056599807,analysis\benchmarks\runs_myopic\idm_d105_i025_2050__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d105_i025_2050.json
idm_d105_i100_2030,d105,i100,2030,traces_d105,78442116.80208072,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,2865884530.0,,12030866,2282.1448415000923,2910.611505799927,analysis\benchmarks\runs_myopic\idm_d105_i100_2030__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d105_i100_2030.json
idm_d105_i100_2040,d105,i100,2040,traces_d105,45352455.92165046,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,14514894900.0,,12598724,9755.608836099971,10399.562272100244,analysis\benchmarks\runs_myopic\idm_d105_i100_2040__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d105_i100_2040.json
idm_d105_i100_2050,d105,i100,2050,traces_d105,25237724.714203313,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,11388027000.0,,12646736,8450.499132999685,9081.332953399979,analysis\benchmarks\runs_myopic\idm_d105_i100_2050__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d105_i100_2050.json
idm_d110_i005_2030,d110,i005,2030,traces_d110,4108872.7848708956,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,12823067000.0,,12030866,7921.841905400157,8787.419522400014,analysis\benchmarks\runs_myopic\idm_d110_i005_2030__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d110_i005_2030.json
idm_d110_i005_2040,d110,i005,2040,traces_d110,2375604.833991215,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,24643927600.0,,12598724,9240.704654200003,9836.73031949997,analysis\benchmarks\runs_myopic\idm_d110_i005_2040__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d110_i005_2040.json
idm_d110_i005_2050,d110,i005,2050,traces_d110,1321976.0564582688,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,21563518400.0,,12646736,6842.679359099828,7465.9916511001065,analysis\benchmarks\runs_myopic\idm_d110_i005_2050__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d110_i005_2050.json
idm_d110_i010_2030,d110,i010,2030,traces_d110,8217745.569741791,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,10846775500.0,,12030866,15744.026635999791,16412.743238400202,analysis\benchmarks\runs_myopic\idm_d110_i010_2030__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d110_i010_2030.json
idm_d110_i010_2040,d110,i010,2040,traces_d110,4751209.66798243,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,23085419900.0,,12598724,3581.5305123999715,4179.36625259975,analysis\benchmarks\runs_myopic\idm_d110_i010_2040__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d110_i010_2040.json
idm_d110_i010_2050,d110,i010,2050,traces_d110,2643952.1129165376,,"{""BarConvTol"": 1e-08, ""Method"": 2}",Optimal,19395664800.0,,12646736,5742.395246299915,6354.026220799889,analysis\benchmarks\runs_myopic\idm_d110_i010_2050__cost_optimal\outputs\capacity_expansion.nc,analysis\benchmarks\records\idm_d110_i010_2050.json
