cell,year,carrier,duration_class,power_gw,energy_gwh,units
sweep_c550_d100,2050,Water,5_over8to24h,3.3808156624648604,62.858313249297204,4.0
sweep_c550_d100,2050,Water,6_over24h,2.798004598877718,378.50422074613044,4.0
sweep_c550_d110,2030,Battery,1_under_2h,5.166546763892711,7.72742676389271,32.0
sweep_c550_d110,2030,Battery,2_2to4h,6.997862023184276,17.904024046368548,39.0
sweep_c550_d110,2030,Battery,3_4to8h,1.7376990959526057,8.143596383810422,13.0
sweep_c550_d110,2030,Battery,4_8h,6.978034483990925,55.8242758719274,19.0
sweep_c550_d110,2030,Battery,6_over24h,0.061200000000000004,2.7,1.0
sweep_c550_d110,2030,Water,2_2to4h,0.25,0.9,1.0
sweep_c550_d110,2030,Water,3_4to8h,0.247,1.482,1.0
sweep_c550_d110,2030,Water,5_over8to24h,3.378,62.802,3.0
sweep_c550_d110,2030,Water,6_over24h,2.2,349.8,1.0
sweep_c550_d110,2040,Battery,1_under_2h,5.005723012878676,7.475503012878676,29.0
sweep_c550_d110,2040,Battery,2_2to4h,6.897297378529859,17.702894757059717,39.0
sweep_c550_d110,2040,Battery,3_4to8h,1.757553612448292,8.223014449793167,17.0
sweep_c550_d110,2040,Battery,4_8h,15.546989384237119,124.37591507389695,34.0
sweep_c550_d110,2040,Water,2_2to4h,0.25,0.9,1.0
sweep_c550_d110,2040,Water,3_4to8h,0.247,1.482,1.0
sweep_c550_d110,2040,Water,5_over8to24h,3.378,62.802,3.0
sweep_c550_d110,2040,Water,6_over24h,2.8904850752866844,382.94328361376085,3.0
sweep_c550_d110,2050,Battery,1_under_2h,2.651548123953734,4.414948123953734,14.0
sweep_c550_d110,2050,Battery,2_2to4h,3.1363618237672375,8.147923647534475,22.0
sweep_c550_d110,2050,Battery,3_4to8h,1.4397430774991038,6.9349723099964145,14.0
sweep_c550_d110,2050,Battery,4_8h,20.746080665756445,165.96864532605156,30.0
sweep_c550_d110,2050,Water,2_2to4h,0.25,0.9,1.0
sweep_c550_d110,2050,Water,3_4to8h,0.247,1.482,1.0
sweep_c550_d110,2050,Water,5_over8to24h,3.378,62.802,3.0
sweep_c550_d110,2050,Water,6_over24h,3.01013721452484,388.6865862971924,5.0
sweep_c550_d123,2030,Battery,1_under_2h,5.166831313827241,7.72771131382724,33.0
sweep_c550_d123,2030,Battery,2_2to4h,6.99574899346045,17.899797986920902,38.0
sweep_c550_d123,2030,Battery,3_4to8h,1.7310561168787628,8.117024467515051,11.0
sweep_c550_d123,2030,Battery,4_8h,8.81174934516076,70.49399476128607,19.0
sweep_c550_d123,2030,Battery,6_over24h,0.061200000000000004,2.7,1.0
sweep_c550_d123,2030,Water,2_2to4h,0.25,0.9,1.0
sweep_c550_d123,2030,Water,3_4to8h,0.247,1.482,1.0
sweep_c550_d123,2030,Water,5_over8to24h,3.378,62.802,3.0
sweep_c550_d123,2030,Water,6_over24h,2.2,349.8,1.0
sweep_c550_d123,2040,Battery,1_under_2h,5.007316507905343,7.477096507905343,33.0
sweep_c550_d123,2040,Battery,2_2to4h,6.892356014639317,17.69301202927863,39.0
sweep_c550_d123,2040,Battery,3_4to8h,1.7570863044519602,8.221145217807843,21.0
sweep_c550_d123,2040,Battery,4_8h,18.757778089994687,150.0622247199575,34.0
sweep_c550_d123,2040,Water,2_2to4h,0.25,0.9,1.0
sweep_c550_d123,2040,Water,3_4to8h,0.247,1.482,1.0
sweep_c550_d123,2040,Water,5_over8to24h,3.3792953472963667,62.82790694592734,4.0
sweep_c550_d123,2040,Water,6_over24h,2.973953112044852,386.9497493781529,3.0
sweep_c550_d123,2050,Battery,1_under_2h,2.664859569614997,4.4282595696149984,23.0
sweep_c550_d123,2050,Battery,2_2to4h,3.1504163461556,8.176032692311201,31.0
sweep_c550_d123,2050,Battery,3_4to8h,1.4704526188923417,7.057810475569368,27.0
sweep_c550_d123,2050,Battery,4_8h,24.70673135113601,197.65385080908808,31.0
sweep_c550_d123,2050,Water,2_2to4h,0.25,0.9,1.0
sweep_c550_d123,2050,Water,3_4to8h,0.247,1.482,1.0
sweep_c550_d123,2050,Water,5_over8to24h,3.3792953472963667,62.82790694592734,4.0
sweep_c550_d123,2050,Water,6_over24h,3.241437796327421,399.78901422371615,7.0
